# Full  o    Mo      Zo    Md  NB       Age         Mass      logL    logTe      X          Y         C12        O16        Ne20      QCC        logMdot log(rho.c)   logTc      Xc         Yc   
#           Msun                         yr        solMass [solLum]    [K]                                                                  [solMass/yr]    [g/cm3]    [K]                       
#
  153      85.00  0.020   2  28   2.917370e+06   44.9993    6.236   4.489   0.169768   0.810848   0.000215   0.000389   0.001420   0.8369       -4.097      2.448   8.343   0.000000   0.649351
  154      85.00  0.020   2  29   2.939570e+06   43.2233    6.218   4.155   0.000968   0.979686   0.000330   0.000261   0.001420   0.8890       -2.832      2.466   8.348   0.000000   0.573571
  155      85.00  0.020   2  30   2.940804e+06   41.2964    6.183   4.099   0.000000   0.579472   0.318148   0.075295   0.001421   0.8421       -2.647      2.431   8.333   0.000000   0.570639
  156      85.00  0.020   2  31   2.976053e+06   16.7035    5.612   4.363   0.000000   0.528295   0.348203   0.096285   0.001421   0.7725       -3.621      2.670   8.320   0.000000   0.500216
  157      85.00  0.020   2  32   2.999676e+06   12.7846    5.423   4.430   0.000000   0.495446   0.366736   0.110590   0.001421   0.7400       -3.918      2.748   8.316   0.000000   0.449686
  158      85.00  0.020   2  33   3.024688e+06   10.4778    5.277   4.474   0.000000   0.464162   0.383595   0.125003   0.001421   0.7107       -4.138      2.812   8.314   0.000000   0.400388
  159      85.00  0.020   2  34   3.052479e+06    8.8613    5.150   4.507   0.000000   0.432377   0.399592   0.140782   0.001421   0.6840       -4.322      2.869   8.313   0.000000   0.350555
  160      85.00  0.020   2  35   3.083050e+06    7.6613    5.038   4.534   0.000000   0.400388   0.414275   0.158078   0.001421   0.6580       -4.482      2.925   8.314   0.000000   0.300946
  161      85.00  0.020   2  36   3.117080e+06    6.7145    4.935   4.556   0.000000   0.368900   0.427080   0.176750   0.001421   0.6341       -4.622      2.980   8.316   0.000000   0.251593
  162      85.00  0.020   2  37   3.157003e+06    5.9121    4.835   4.578   0.000000   0.337082   0.438062   0.197574   0.001421   0.6112       -4.762      3.040   8.319   0.000000   0.200524
  163      85.00  0.020   2  38   3.202937e+06    5.2361    4.738   4.597   0.000000   0.302960   0.447265   0.222479   0.001421   0.5810       -4.894      3.107   8.326   0.000000   0.149058
  164      85.00  0.020   2  39   3.254085e+06    4.6751    4.649   4.616   0.000000   0.271340   0.452847   0.248503   0.001421   0.5572       -5.018      3.181   8.335   0.000000   0.100303
  165      85.00  0.020   2  40   3.319639e+06    4.1398    4.554   4.638   0.000000   0.234868   0.455091   0.282714   0.001421   0.5301       -5.152      3.289   8.355   0.000000   0.049303
  166      85.00  0.020   2  41   3.349644e+06    3.9420    4.519   4.650   0.000000   0.217595   0.454336   0.300731   0.001421   0.5173       -5.206      3.351   8.368   0.000000   0.029769
  167      85.00  0.020   2  42   3.382880e+06    3.7487    4.488   4.666   0.000000   0.201375   0.452373   0.318904   0.001421   0.5006       -5.261      3.455   8.396   0.000000   0.010395
  168      85.00  0.020   2  43   3.404364e+06    3.6360    4.534   4.709   0.000000   0.194520   0.451151   0.326975   0.001421   0.0000       -5.297      3.774   8.493   0.000000   0.000000
  169      85.00  0.020   2  44   3.411808e+06    3.5989    4.599   4.749   0.000000   0.191936   0.450622   0.330086   0.001422   0.0000       -5.308      4.186   8.600   0.000000   0.000000
  170      85.00  0.020   2  45   3.425154e+06    3.5348    4.779   4.772   0.000000   0.186855   0.449482   0.336304   0.001422   0.0000       -5.327      4.716   8.701   0.000000   0.000000
  171      85.00  0.020   2  46   3.431635e+06    3.5046    4.882   4.767   0.000000   0.184408   0.448881   0.339350   0.001422   0.0000       -5.337      5.254   8.794   0.000000   0.000000
  172      85.00  0.020   2  47   3.433290e+06    3.4970    4.914   4.755   0.000000   0.183388   0.448610   0.340640   0.001422   0.0817       -5.340      5.456   8.898   0.000000   0.000000
  173      85.00  0.020   2  48   3.433701e+06    3.4952    4.920   4.749   0.000000   0.183145   0.448545   0.340948   0.001422   0.1339       -5.340      5.414   8.909   0.000000   0.000000
  174      85.00  0.020   2  49   3.433934e+06    3.4941    4.927   4.745   0.000000   0.183009   0.448509   0.341119   0.001422   0.1250       -5.341      5.453   8.921   0.000000   0.000000
  175      85.00  0.020   2  50   3.434090e+06    3.4934    4.932   4.743   0.000000   0.182919   0.448485   0.341233   0.001422   0.0479       -5.341      5.538   8.936   0.000000   0.000000
  176      85.00  0.020   2  51   3.434571e+06    3.4912    4.951   4.738   0.000000   0.182646   0.448412   0.341579   0.001422   0.0000       -5.342      6.239   8.956   0.000000   0.000000
  177      60.00  0.020   1   1   3.000228e+04   59.9806    5.728   4.683   0.680000   0.300000   0.004466   0.010607   0.001420   0.7464       -6.563      0.332   7.611   0.677590   0.301766
  178      60.00  0.020   1   2   4.816366e+05   59.7622    5.754   4.671   0.680000   0.300000   0.004466   0.010607   0.001420   0.7207       -6.243      0.297   7.603   0.619529   0.360514
  179      60.00  0.020   1   3   1.041983e+06   59.3675    5.789   4.659   0.680000   0.300000   0.004466   0.010607   0.001420   0.6866       -6.068      0.293   7.605   0.539385   0.440979
  180      60.00  0.020   1   4   1.531209e+06   58.8459    5.821   4.644   0.680000   0.300000   0.004466   0.010607   0.001420   0.6562       -5.876      0.300   7.611   0.459968   0.520532
  181      60.00  0.020   1   5   1.965842e+06   58.1114    5.849   4.623   0.680000   0.300000   0.004466   0.010607   0.001420   0.6261       -5.675      0.315   7.618   0.380014   0.600552
  182      60.00  0.020   1   6   2.353233e+06   57.0588    5.876   4.594   0.680000   0.300000   0.004466   0.010607   0.001420   0.5987       -5.466      0.338   7.627   0.299285   0.681314
  183      60.00  0.020   1   7   2.693381e+06   55.5756    5.900   4.553   0.680000   0.300000   0.004466   0.010607   0.001420   0.5748       -5.266      0.371   7.637   0.219259   0.761359
  184      60.00  0.020   1   8   2.917123e+06   54.1263    5.916   4.498   0.680000   0.300000   0.004466   0.010607   0.001420   0.5613       -5.127      0.405   7.647   0.160943   0.819683
  185      60.00  0.020   1   9   3.130306e+06   52.3345    5.933   4.410   0.680000   0.300000   0.004465   0.010607   0.001420   0.5491       -5.039      0.454   7.662   0.100289   0.880344
  186      60.00  0.020   1  10   3.256937e+06   51.1348    5.945   4.316   0.680000   0.300000   0.004464   0.010607   0.001420   0.5417       -5.007      0.501   7.677   0.061379   0.919259
  187      60.00  0.020   1  11   3.440502e+06   48.1880    5.968   4.028   0.679998   0.300002   0.004448   0.010607   0.001420   0.5427       -4.408      0.806   7.775   0.001738   0.978921
  188      60.00  0.020   1  12   3.445769e+06   47.9954    5.976   4.049   0.679998   0.300003   0.004445   0.010607   0.001420   0.5345       -4.480      0.992   7.836   0.000167   0.980502
  189      60.00  0.020   1  13   3.446927e+06   47.9597    5.987   4.078   0.679998   0.300003   0.004444   0.010607   0.001420   0.4596       -4.558      1.300   7.937   0.000000   0.980674
  190      60.00  0.020   1  14   3.447791e+06   47.9398    5.993   4.141   0.679998   0.300003   0.004444   0.010607   0.001420   0.4202       -4.731      1.585   8.029   0.000000   0.980674
  191      60.00  0.020   1  15   3.448902e+06   47.9173    5.991   4.098   0.679998   0.300003   0.004444   0.010607   0.001420   0.3484       -4.620      1.776   8.085   0.000000   0.980673
  192      60.00  0.020   1  16   3.449538e+06   47.8979    5.987   4.038   0.679998   0.300003   0.004443   0.010607   0.001420   0.3515       -4.420      1.880   8.116   0.000000   0.980670
  193      60.00  0.020   1  17   3.449908e+06   47.8794    5.982   3.984   0.679998   0.300003   0.004443   0.010607   0.001420   0.3131       -4.201      1.942   8.135   0.000000   0.980664
  194      60.00  0.020   1  18   3.450120e+06   47.8601    5.980   3.924   0.679998   0.300003   0.004443   0.010607   0.001420   0.3035       -3.974      1.978   8.146   0.000000   0.980657
  195      60.00  0.020   1  19   3.450385e+06   47.8043    5.975   3.856   0.679998   0.300003   0.004442   0.010607   0.001420   0.3172       -3.639      2.023   8.160   0.000000   0.980646
  196      60.00  0.020   1  20   3.451828e+06   47.2205    5.972   3.804   0.669024   0.310702   0.001679   0.009342   0.001420   0.3631       -3.323      2.249   8.230   0.000000   0.980401
  197      60.00  0.020   1  21   3.453702e+06   45.5766    6.052   3.781   0.563566   0.416584   0.000470   0.004435   0.001420   0.4553       -2.923      2.327   8.256   0.000000   0.978005
  198      60.00  0.020   1  22   3.463966e+06   34.5348    6.087   4.284   0.204426   0.776194   0.000276   0.000457   0.001420   0.6393       -4.398      2.470   8.305   0.000000   0.954676
  199      60.00  0.020   1  23   3.479551e+06   33.9114    6.081   4.306   0.203105   0.777516   0.000284   0.000455   0.001420   0.6757       -4.398      2.492   8.314   0.000000   0.901033

  200      60.00  0.020   1  24   3.492567e+06   33.3908    6.078   4.311   0.201673   0.778948   0.000283   0.000454   0.001420   0.6956       -4.398      2.499   8.317   0.000000   0.851450
  201      60.00  0.020   1  25   3.506461e+06   32.8350    6.073   4.356   0.200834   0.779787   0.000283   0.000453   0.001420   0.7184       -4.398      2.504   8.321   0.000000   0.799665
  202      60.00  0.020   1  26   3.520396e+06   32.2776    6.064   4.411   0.200693   0.779928   0.000281   0.000452   0.001420   0.7422       -4.398      2.510   8.324   0.000000   0.749237
  203      60.00  0.020   1  27   3.535150e+06   31.6874    6.050   4.464   0.200230   0.780390   0.000278   0.000452   0.001420   0.7678       -4.398      2.517   8.327   0.000000   0.699764
  204      60.00  0.020   1  28   3.550724e+06   31.0644    6.026   4.522   0.199605   0.781013   0.000264   0.000451   0.001420   0.7984       -4.398      2.521   8.330   0.000000   0.649877
  205      60.00  0.020   1  29   3.566298e+06   30.4415    5.998   4.565   0.198783   0.781819   0.000182   0.000450   0.001420   0.8275       -4.398      2.536   8.335   0.000000   0.599756
  206      60.00  0.020   1  30   3.581872e+06   29.8185    5.989   4.585   0.186052   0.794555   0.000200   0.000440   0.001420   0.8505       -4.398      2.549   8.339   0.000000   0.550061
  207      60.00  0.020   1  31   3.597445e+06   29.1955    5.986   4.648   0.032748   0.947881   0.000226   0.000304   0.001420   0.8673       -4.398      2.563   8.343   0.000000   0.499369
  208      60.00  0.020   1  32   3.605019e+06   28.8015    5.977   4.424   0.000047   0.980609   0.000341   0.000270   0.001420   0.8639       -3.671      2.568   8.344   0.000000   0.475439
  209      60.00  0.020   1  33   3.620757e+06   25.7933    5.909   4.381   0.000000   0.474527   0.383141   0.115121   0.001407   0.8253       -3.486      2.595   8.343   0.000000   0.429989
  210      60.00  0.020   1  34   3.652694e+06   18.8476    5.713   4.464   0.000000   0.405541   0.408656   0.158532   0.001407   0.7982       -3.825      2.688   8.342   0.000000   0.351560
  211      60.00  0.020   1  35   3.675315e+06   16.1042    5.612   4.503   0.000000   0.369126   0.418515   0.185057   0.001407   0.7802       -3.998      2.742   8.344   0.000000   0.300610
  212      60.00  0.020   1  36   3.699992e+06   14.0366    5.524   4.536   0.000000   0.330799   0.425814   0.216052   0.001408   0.7629       -4.148      2.795   8.347   0.000000   0.249310
  213      60.00  0.020   1  37   3.725902e+06   12.4624    5.446   4.563   0.000000   0.296207   0.429214   0.247208   0.001408   0.7461       -4.278      2.848   8.353   0.000000   0.200224
  214      60.00  0.020   1  38   3.755648e+06   11.1127    5.372   4.590   0.000000   0.260986   0.428867   0.282737   0.001408   0.7281       -4.403      2.907   8.360   0.000000   0.149754
  215      60.00  0.020   1  39   3.789240e+06    9.9617    5.302   4.615   0.000000   0.222990   0.423192   0.326353   0.001409   0.7084       -4.522      2.979   8.373   0.000000   0.099753
  216      60.00  0.020   1  40   3.828442e+06    8.9394    5.236   4.643   0.000000   0.184794   0.410482   0.377191   0.001411   0.6864       -4.641      3.079   8.394   0.000000   0.050156
  217      60.00  0.020   1  41   3.846452e+06    8.5514    5.211   4.656   0.000000   0.168409   0.402392   0.401629   0.001412   0.6755       -4.690      3.142   8.410   0.000000   0.030215
  218      60.00  0.020   1  42   3.865711e+06    8.1806    5.192   4.674   0.000000   0.151377   0.392021   0.428986   0.001413   0.6615       -4.739      3.247   8.440   0.000000   0.010455
  219      60.00  0.020   1  43   3.876997e+06    7.9813    5.222   4.709   0.000000   0.142672   0.385860   0.443826   0.001414   0.0000       -4.767      3.557   8.539   0.000000   0.000000
  220      60.00  0.020   1  44   3.881468e+06    7.9058    5.295   4.758   0.000000   0.140200   0.383999   0.448151   0.001414   0.0000       -4.777      4.072   8.699   0.000000   0.000000
  221      60.00  0.020   1  45   3.885077e+06    7.8461    5.333   4.775   0.000000   0.136529   0.381132   0.454677   0.001415   0.0000       -4.786      4.532   8.799   0.000000   0.000000
  222      60.00  0.020   1  46   3.885950e+06    7.8318    5.361   4.780   0.000000   0.135861   0.380602   0.455873   0.001415   0.0000       -4.788      4.920   8.856   0.000000   0.000000
  223      60.00  0.020   1  47   3.886082e+06    7.8296    5.370   4.783   0.000000   0.135781   0.380537   0.456018   0.001415   0.0000       -4.788      5.172   8.910   0.000000   0.000000
  224      60.00  0.020   1  48   3.886098e+06    7.8294    5.372   4.784   0.000000   0.135771   0.380530   0.456035   0.001415   0.0000       -4.788      5.222   8.929   0.000000   0.000000
  225      60.00  0.020   1  49   3.886108e+06    7.8292    5.373   4.785   0.000000   0.135765   0.380525   0.456046   0.001415   0.0000       -4.788      5.263   8.941   0.000000   0.000000
  226      60.00  0.020   1  50   3.886120e+06    7.8290    5.375   4.786   0.000000   0.135758   0.380519   0.456059   0.001415   0.0000       -4.788      5.352   8.951   0.000000   0.000000
  227      60.00  0.020   1  51   3.886141e+06    7.8287    5.384   4.794   0.000000   0.135744   0.380508   0.456083   0.001415   0.0000       -4.788      6.051   9.061   0.000000   0.000000
  228      60.00  0.020   2  22   3.465304e+06   34.4274    6.081   4.213   0.204384   0.776235   0.000277   0.000457   0.001420   0.6534       -4.097      2.474   8.306   0.000000   0.950269
  229      60.00  0.020   2  23   3.479138e+06   33.3207    6.075   4.247   0.201443   0.779178   0.000282   0.000453   0.001420   0.6886       -4.097      2.492   8.314   0.000000   0.900327
  230      60.00  0.020   2  24   3.492651e+06   32.2396    6.063   4.306   0.200684   0.779936   0.000281   0.000452   0.001420   0.7249       -4.097      2.495   8.316   0.000000   0.850672
  231      60.00  0.020   2  25   3.506837e+06   31.1047    6.037   4.402   0.199692   0.780927   0.000273   0.000451   0.001420   0.7667       -4.097      2.501   8.319   0.000000   0.800502
  232      60.00  0.020   2  26   3.522313e+06   29.8666    5.975   4.484   0.198134   0.782471   0.000194   0.000450   0.001420   0.8193       -4.097      2.512   8.323   0.000000   0.748901
  233      60.00  0.020   2  27   3.541014e+06   28.3706    5.948   4.279   0.000552   0.980098   0.000312   0.000267   0.001420   0.8531       -3.289      2.530   8.327   0.000000   0.684741
  234      60.00  0.020   2  28   3.550132e+06   24.3357    5.842   4.252   0.000000   0.685338   0.255990   0.031561   0.001406   0.8051       -3.221      2.549   8.318   0.000000   0.660119
  235      60.00  0.020   2  29   3.576131e+06   15.6143    5.543   4.372   0.000000   0.637443   0.291310   0.044125   0.001406   0.7585       -3.709      2.667   8.309   0.000000   0.600264
